Title,Type,Location,Address,Price,Cancellation Policy,Review Number,Overall Review,Rating,StaffFriendlinessR,Facilities,CleanlinessR,ComfortR,Cost-effectivenessR,LocationR,Free Wi-FiR,URL
스위트 호텔,호텔,"제주 시내, 제주","제주, 삼무로3길 9",100254,무료취소,10,이용 후기 평점,5.3,7.5,6.3,6.5,5.0,6.0,7.5,7.5,https://www.booking.com/hotel/kr/seuwiteu-cheju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=159&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=894306201_359876841_2_0_0&highlighted_blocks=894306201_359876841_2_0_0&matching_block_id=894306201_359876841_2_0_0&sr_pri_blocks=894306201_359876841_2_0_0__10000000&from=searchresults#hotelTmpl
봉천빌레,아파트,"조천읍, 제주","제주, 조천읍 북촌서5길 25",140616,무료취소,,,,,,,,,,,https://www.booking.com/hotel/kr/bongceonbilre-jejusi1.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=160&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=893535901_359758670_2_0_0&highlighted_blocks=893535901_359758670_2_0_0&matching_block_id=893535901_359758670_2_0_0&sr_pri_blocks=893535901_359758670_2_0_0__14080000&from=searchresults#hotelTmpl
어반스테이 제주연동,아파트,"제주 시내, 제주","제주, 연동6길5",208320,무료취소,7,좋음,7.7,7.9,9.6,9.3,8.9,8.6,9.3,7.9,https://www.booking.com/hotel/kr/urbanstay-jeju-yeondong.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=161&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=885984201_0_2_0_0&highlighted_blocks=885984201_0_2_0_0&matching_block_id=885984201_0_2_0_0&sr_pri_blocks=885984201_0_2_0_0__20856012&from=searchresults#hotelTmpl
제주 가비오타 펜션,홀리데이 홈,"구좌읍, 제주","제주, 구좌읍 해맞이해안로 2030",196602,무료취소,2,강력 추천,10,10,10,10,10,10,10,10,https://www.booking.com/hotel/kr/jeju-gaviota-pension-jeju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=162&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=885971403_358242391_0_0_0&highlighted_blocks=885971403_358242391_0_0_0&matching_block_id=885971403_358242391_0_0_0&sr_pri_blocks=885971403_358242391_0_0_0__19665000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
애월코스트 34,호텔,"애월읍, 제주","제주, 애월읍 신엄안2길 34",153636,무료취소,7,좋음,7.3,8.6,7.1,7.9,8.2,8.2,7.9,8.6,https://www.booking.com/hotel/kr/aeweol-koseuteu-34.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=163&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=882670201_357564384_2_0_0&highlighted_blocks=882670201_357564384_2_0_0&matching_block_id=882670201_357564384_2_0_0&sr_pri_blocks=882670201_357564384_2_0_0__15400000&from=searchresults#hotelTmpl
Bricks Stay Jeju City & Aiport,게스트하우스,"제주 시내, 제주","제주, 64, Sammu-ro",89838,무료취소,79,좋음,7.2,7.1,7.2,7.7,7.8,8.2,8.4,10,https://www.booking.com/hotel/kr/bricks-stay.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=164&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=869721801_355924454_0_0_0&highlighted_blocks=869721801_355924454_0_0_0&matching_block_id=869721801_355924454_0_0_0&sr_pri_blocks=869721801_355924454_0_0_0__9000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
호텔 컬리넌 제주,호텔,"제주 시내, 제주","제주, 사장1길 26 컬리넌관광호텔",118482,무료취소,9,좋음,7.2,7.8,7.2,6.7,7.2,6.4,7.5,7.8,https://www.booking.com/hotel/kr/jejukeolrineongwangwanghotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=165&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=869477701_355929589_2_0_0&highlighted_blocks=869477701_355929589_2_0_0&matching_block_id=869477701_355929589_2_0_0&sr_pri_blocks=869477701_355929589_2_0_0__11800000&from=searchresults#hotelTmpl
리버풀앤스파,홀리데이 홈,"한림읍, 제주","제주, 한림읍 명재로 38-18",686154,무료취소,1,최고,9.0,7.5,7.5,7.5,7.5,5.0,7.5,7.5,https://www.booking.com/hotel/kr/ribeopulaenseupa.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=166&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=867823002_355652774_2_1_0&highlighted_blocks=867823002_355652774_2_1_0&matching_block_id=867823002_355652774_2_1_0&sr_pri_blocks=867823002_355652774_2_1_0__68700000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
봉천당,게스트하우스,"조천읍, 제주","제주, 조천읍 북촌서5길 26",108066,무료취소,1,최고,9.0,10,10,10,10,10,10,10,https://www.booking.com/hotel/kr/bongceondang-jejusi.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=167&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=849384001_352151786_2_0_0&highlighted_blocks=849384001_352151786_2_0_0&matching_block_id=849384001_352151786_2_0_0&sr_pri_blocks=849384001_352151786_2_0_0__10800000&from=searchresults#hotelTmpl
새빌 스테이,홀리데이 홈,"한림읍, 제주","제주, 한림읍 명월성로397-1, 117동",759066,무료취소,1,강력 추천,10,10,10,10,10,10,10,10,https://www.booking.com/hotel/kr/saebilseutei.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=168&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=849081701_352119167_4_0_0&highlighted_blocks=849081701_352119167_4_0_0&matching_block_id=849081701_352119167_4_0_0&sr_pri_blocks=849081701_352119167_4_0_0__76000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 서문 레지던스호텔,레지던스,"제주 시내, 제주","제주, 서문로4길 16-8",205716,무료취소,17,매우 좋음,8.5,9.4,9.0,8.8,9.0,8.7,8.4,9.4,https://www.booking.com/hotel/kr/jeju-seomunrejideonseuhotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=169&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=831400401_352236744_2_0_0&highlighted_blocks=831400401_352236744_2_0_0&matching_block_id=831400401_352236744_2_0_0&sr_pri_blocks=831400401_352236744_2_0_0__20574000&from=searchresults#hotelTmpl
제주 서우봉펜션,홀리데이 홈,"조천읍, 제주","제주, 제주시 조천읍 신북로 661",160146,무료취소,2,이용 후기 평점,5.5,5.0,7.5,7.5,5.0,5.0,7.5,5.0,https://www.booking.com/hotel/kr/jeju-seoubongpensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=170&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=830195901_350451087_2_0_0&highlighted_blocks=830195901_350451087_2_0_0&matching_block_id=830195901_350451087_2_0_0&sr_pri_blocks=830195901_350451087_2_0_0__15980000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 찰리호텔,호텔,"제주 시내, 제주","제주, 서사로 128",69006,무료취소,71,좋음,7.9,9.0,8.1,8.4,8.0,8.8,8.9,8.8,https://www.booking.com/hotel/kr/jeju-calrihotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=171&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=814162801_352365176_2_0_0&highlighted_blocks=814162801_352365176_2_0_0&matching_block_id=814162801_352365176_2_0_0&sr_pri_blocks=814162801_352365176_2_0_0__6960000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
연화촌펜션,홀리데이 홈,"애월읍, 제주","제주, 애월읍 고하상로 122 (애월읍)",190092,무료취소,1,매우 좋음,8.0,10,10,7.5,10,10,10,10,https://www.booking.com/hotel/kr/yeonhwaconpensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=172&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=784669401_360230555_3_0_0&highlighted_blocks=784669401_360230555_3_0_0&matching_block_id=784669401_360230555_3_0_0&sr_pri_blocks=784669401_360230555_3_0_0__19000000&from=searchresults#hotelTmpl
제주 리조텔,리조트,"한림읍, 제주","제주, 한림읍 협재로 227",119784,무료취소,16,이용 후기 평점,6.1,7.0,6.1,6.4,6.4,7.2,6.6,7.5,https://www.booking.com/hotel/kr/jejurijotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=173&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=680073701_277274139_2_0_0&highlighted_blocks=680073701_277274139_2_0_0&matching_block_id=680073701_277274139_2_0_0&sr_pri_blocks=680073701_277274139_2_0_0__12000000&from=searchresults#hotelTmpl
엘로망 펜션,아파트,"애월읍, 제주","제주, 가문동상2길 29-1",88536,무료취소,183,좋음,7.7,8.4,7.5,7.9,7.9,8.6,7.9,8.8,https://www.booking.com/hotel/kr/pensyeonelromang.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=174&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=648362201_358236003_2_0_0&highlighted_blocks=648362201_358236003_2_0_0&matching_block_id=648362201_358236003_2_0_0&sr_pri_blocks=648362201_358236003_2_0_0__8836000&from=searchresults#hotelTmpl
백록담펜션,홀리데이 홈,제주,"제주, 번영로 557",122388,무료취소,8,강력 추천,9.7,10,9.1,8.8,9.4,10,8.1,10,https://www.booking.com/hotel/kr/baegrogdampensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ar_Ch6QGwAIB0gIkYzgwOTdiMGEtNzFkNC00ZTI5LWE0NjItOGYyNTQzOTc4M2U22AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=175&sr_order=popularity&srpvid=e9d6639fd920004d&srepoch=1686233409&all_sr_blocks=561693002_335396393_2_0_0&highlighted_blocks=561693002_335396393_2_0_0&matching_block_id=561693002_335396393_2_0_0&sr_pri_blocks=561693002_335396393_2_0_0__12260000&from=searchresults#hotelTmpl
연화촌펜션,홀리데이 홈,"애월읍, 제주","제주, 애월읍 고하상로 122 (애월읍)",190092,무료취소,1,매우 좋음,8.0,10,10,7.5,10,10,10,10,https://www.booking.com/hotel/kr/yeonhwaconpensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=176&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=784669401_360230555_3_0_0&highlighted_blocks=784669401_360230555_3_0_0&matching_block_id=784669401_360230555_3_0_0&sr_pri_blocks=784669401_360230555_3_0_0__19000000&from=searchresults#hotelTmpl
제주 리조텔,리조트,"한림읍, 제주","제주, 한림읍 협재로 227",119784,무료취소,16,이용 후기 평점,6.1,7.0,6.1,6.4,6.4,7.2,6.6,7.5,https://www.booking.com/hotel/kr/jejurijotel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=177&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=680073701_277274139_2_0_0&highlighted_blocks=680073701_277274139_2_0_0&matching_block_id=680073701_277274139_2_0_0&sr_pri_blocks=680073701_277274139_2_0_0__12000000&from=searchresults#hotelTmpl
엘로망 펜션,아파트,"애월읍, 제주","제주, 가문동상2길 29-1",88536,무료취소,183,좋음,7.7,8.4,7.5,7.9,7.9,8.6,7.9,8.8,https://www.booking.com/hotel/kr/pensyeonelromang.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=178&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=648362201_358236003_2_0_0&highlighted_blocks=648362201_358236003_2_0_0&matching_block_id=648362201_358236003_2_0_0&sr_pri_blocks=648362201_358236003_2_0_0__8836000&from=searchresults#hotelTmpl
백록담펜션,홀리데이 홈,제주,"제주, 번영로 557",122388,무료취소,8,강력 추천,9.7,10,9.1,8.8,9.4,10,8.1,10,https://www.booking.com/hotel/kr/baegrogdampensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=179&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=561693002_335396393_2_0_0&highlighted_blocks=561693002_335396393_2_0_0&matching_block_id=561693002_335396393_2_0_0&sr_pri_blocks=561693002_335396393_2_0_0__12260000&from=searchresults#hotelTmpl
카스독채펜션,홀리데이 홈,"한림읍, 제주","제주, 한림읍 협재남2길 105-24",736932,무료취소,50,매우 좋음,8.2,8.0,8.4,8.5,8.4,8.3,7.7,6.9,https://www.booking.com/hotel/kr/kaseudogcaeseupapensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=180&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=468878101_335360452_4_0_0&highlighted_blocks=468878101_335360452_4_0_0&matching_block_id=468878101_335360452_4_0_0&sr_pri_blocks=468878101_335360452_4_0_0__73800000&from=searchresults#hotelTmpl
제주 미주 호텔,호텔,"제주 시내, 제주","제주, 신대로 60",89838,무료취소,118,이용 후기 평점,5.5,7.7,6.3,5.8,5.8,7.5,8.6,7.3,https://www.booking.com/hotel/kr/jeju-miju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=181&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=462858201_343637701_2_0_0&highlighted_blocks=462858201_343637701_2_0_0&matching_block_id=462858201_343637701_2_0_0&sr_pri_blocks=462858201_343637701_2_0_0__9000000&from=searchresults#hotelTmpl
스타하우스,홀리데이 홈,"애월읍, 제주","제주, 애월읍 하광로 504-66",70308,무료취소,28,이용 후기 평점,6.7,7.1,6.6,6.6,7.2,7.8,6.0,7.5,https://www.booking.com/hotel/kr/seutahauseu.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=182&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=421952701_335454297_2_0_0&highlighted_blocks=421952701_335454297_2_0_0&matching_block_id=421952701_335454297_2_0_0&sr_pri_blocks=421952701_335454297_2_0_0__7020000&from=searchresults#hotelTmpl
하니하우스 신촌리,아파트,"조천읍, 제주","제주, 조천읍 신촌서5길 94",557256,무료취소,25,강력 추천,9.6,9.9,9.7,10,9.9,9.5,8.9,10,https://www.booking.com/hotel/kr/jeju-badasgamaeul-hilringpeulreiseu-hanihauseu-sinconri-goldeurum.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=183&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=418457002_373359256_4_0_0&highlighted_blocks=418457002_373359256_4_0_0&matching_block_id=418457002_373359256_4_0_0&sr_pri_blocks=418457002_373359256_4_0_0__55800000&from=searchresults#hotelTmpl
메이 더 카라반,홀리데이 홈,"구좌읍, 제주","제주, 구좌읍 일주동로 1622",317688,무료취소,18,이용 후기 평점,6.6,8.4,7.1,6.9,7.1,6.9,7.5,10,https://www.booking.com/hotel/kr/meideo-karaban.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=184&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=406183501_335448255_2_0_0&highlighted_blocks=406183501_335448255_2_0_0&matching_block_id=406183501_335448255_2_0_0&sr_pri_blocks=406183501_335448255_2_0_0__31800000&from=searchresults#hotelTmpl
