Title,Type,Location,Address,Price,Cancellation Policy,Review Number,Overall Review,Rating,StaffFriendlinessR,Facilities,CleanlinessR,ComfortR,Cost-effectivenessR,LocationR,Free Wi-FiR,URL
수지 게스트하우스,게스트하우스,제주,"제주, 논세길 28-1",67704,무료취소,32,매우 좋음,8.1,7.8,8.4,8.4,8.6,8.9,8.1,5.0,https://www.booking.com/hotel/kr/jisuminbag.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=196&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=237434501_373280190_2_0_0&highlighted_blocks=237434501_373280190_2_0_0&matching_block_id=237434501_373280190_2_0_0&sr_pri_blocks=237434501_373280190_2_0_0__6840000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
반하크라 펜션,홀리데이 홈,제주,"제주, 명림로 61",329406,무료취소,13,이용 후기 평점,6.5,8.1,7.1,7.9,7.5,6.5,7.1,8.1,https://www.booking.com/hotel/kr/banhakeura-pension.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=197&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=229527602_171657449_4_0_0&highlighted_blocks=229527602_171657449_4_0_0&matching_block_id=229527602_171657449_4_0_0&sr_pri_blocks=229527602_171657449_4_0_0__33000000&from=searchresults#hotelTmpl
제주 바다성 펜션,홀리데이 홈,제주,"제주, 연대마을길 34-1",105462,무료취소,44,매우 좋음,8.2,9.4,8.2,8.8,8.6,9.1,9.0,10,https://www.booking.com/hotel/kr/jeju-badaseong-pensyeon.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=198&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=228623111_355971603_2_0_0&highlighted_blocks=228623111_355971603_2_0_0&matching_block_id=228623111_355971603_2_0_0&sr_pri_blocks=228623111_355971603_2_0_0__10600000&from=searchresults#hotelTmpl
제주 놀멍,홀리데이 홈,"애월읍, 제주","제주, 애월읍 어음 13길 152-34",259098,,1,좋음,7.0,7.5,5.0,7.5,5.0,7.5,7.5,7.5,https://www.booking.com/hotel/kr/jeju-nolmung.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=199&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=226866701_119487504_2_0_0&highlighted_blocks=226866701_119487504_2_0_0&matching_block_id=226866701_119487504_2_0_0&sr_pri_blocks=226866701_119487504_2_0_0__26000000&from=searchresults#hotelTmpl
준 하우스,호스텔,"구좌읍, 제주","제주, 3031, Iljudong-ro, Gujwa-eup",149730,무료취소,73,좋음,7.7,8.9,8.0,8.2,8.2,8.6,7.4,8.8,https://www.booking.com/hotel/kr/jun-house.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Ao_Dh6QGwAIB0gIkZjQ2Mzg3NmYtMmZhMC00YmNiLTkwMjItMTM2NThlMjc2NGQz2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=200&sr_order=popularity&srpvid=b32a63c7662d00ba&srepoch=1686233489&all_sr_blocks=197309203_367016252_3_0_0&highlighted_blocks=197309203_367016252_3_0_0&matching_block_id=197309203_367016252_3_0_0&sr_pri_blocks=197309203_367016252_3_0_0__15000000&from=searchresults#hotelTmpl
제주 삼다 호스텔,호스텔,"제주 시내, 제주","제주, 서해안로 456-6",96348,무료취소,41,좋음,7.0,7.6,6.9,7.3,7.7,8.5,8.6,8.8,https://www.booking.com/hotel/kr/samda-hostel.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=201&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=196498803_96204568_2_0_0&highlighted_blocks=196498803_96204568_2_0_0&matching_block_id=196498803_96204568_2_0_0&sr_pri_blocks=196498803_96204568_2_0_0__9600000&from=searchresults#hotelTmpl
노형 호텔,호텔,"제주 시내, 제주","제주, 수덕1길 7 (노형동)",130200,무료취소,26,좋음,7.7,8.4,7.8,8.1,8.0,8.4,8.7,7.5,https://www.booking.com/hotel/kr/nohyung.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=202&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=194225204_0_2_0_0&highlighted_blocks=194225204_0_2_0_0&matching_block_id=194225204_0_2_0_0&sr_pri_blocks=194225204_0_2_0_0__13062223&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
부띠크 제주민박 살롱 드 탱자,홀리데이 홈,"구좌읍, 제주","제주, 구좌읍 세화11길 15",161448,무료취소,9,좋음,7.7,8.1,8.3,8.3,8.1,6.9,8.3,7.5,https://www.booking.com/hotel/kr/salrong-deu-taengja.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=203&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=191949501_363705086_2_0_0&highlighted_blocks=191949501_363705086_2_0_0&matching_block_id=191949501_363705086_2_0_0&sr_pri_blocks=191949501_363705086_2_0_0__16150000&from=searchresults#hotelTmpl
메이저 호텔 2,호텔,"제주 시내, 제주","제주, 은남4길 40",143220,,14,이용 후기 평점,6.7,8.0,7.0,7.1,7.3,8.0,8.0,5.0,https://www.booking.com/hotel/kr/major-2.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=204&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=188401701_92451933_2_0_0&highlighted_blocks=188401701_92451933_2_0_0&matching_block_id=188401701_92451933_2_0_0&sr_pri_blocks=188401701_92451933_2_0_0__14400000&from=searchresults#hotelTmpl
풀빌라소랑,리조트,"조천읍, 제주","제주, 조천읍 곱은달남길 214-1",673134,무료취소,56,매우 좋음,8.1,8.9,8.4,8.3,8.5,8.3,7.7,8.9,https://www.booking.com/hotel/kr/pool-and-villa-sorang-jeju2.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=205&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=185653633_0_2_0_0&highlighted_blocks=185653633_0_2_0_0&matching_block_id=185653633_0_2_0_0&sr_pri_blocks=185653633_0_2_0_0__67445345&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
시드니호텔,호텔,"애월읍, 제주","제주, 애월읍 애월해안로 945",95046,무료취소,43,이용 후기 평점,6.6,8.2,6.6,6.9,6.9,7.6,8.3,10,https://www.booking.com/hotel/kr/huesik-sydney.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=206&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=176724904_0_2_0_0&highlighted_blocks=176724904_0_2_0_0&matching_block_id=176724904_0_2_0_0&sr_pri_blocks=176724904_0_2_0_0__9529073&from=searchresults#hotelTmpl
블랙 샌즈 호텔 제주,호텔,"제주 시내, 제주","제주, 선사로 8",184884,무료취소,184,좋음,7.4,7.8,7.5,7.7,7.8,8.1,8.0,8.2,https://www.booking.com/hotel/kr/black-sands.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=207&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=156561901_198933378_2_0_0&highlighted_blocks=156561901_198933378_2_0_0&matching_block_id=156561901_198933378_2_0_0&sr_pri_blocks=156561901_198933378_2_0_0__18500000&from=searchresults#hotelTmpl
간세 게스트하우스,게스트하우스,"제주 시내, 제주","제주, 이도2동 1781-5 4F",85932,무료취소,33,좋음,7.6,9.2,8.4,8.1,8.3,8.8,9.2,7.5,https://www.booking.com/hotel/kr/ganse-guesthouse.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=208&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=150038401_343543091_2_0_0&highlighted_blocks=150038401_343543091_2_0_0&matching_block_id=150038401_343543091_2_0_0&sr_pri_blocks=150038401_343543091_2_0_0__8600000&from=searchresults#hotelTmpl
제주 와요 펜션,홀리데이 홈,"조천읍, 제주","제주, 4, Jocheonnam 4-gil, Jocheon-eup",130200,무료취소,11,매우 좋음,8.5,9.5,8.0,8.6,8.4,8.2,7.3,7.5,https://www.booking.com/hotel/kr/jeju-wayo-pension.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=209&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=149534401_104649169_2_0_0&highlighted_blocks=149534401_104649169_2_0_0&matching_block_id=149534401_104649169_2_0_0&sr_pri_blocks=149534401_104649169_2_0_0__12980000&from=searchresults#hotelTmpl
노블레스 호텔,호텔,"제주 시내, 제주","제주, 연동8길 31",139314,무료취소,20,이용 후기 평점,6.3,7.4,6.4,6.8,6.8,6.4,6.8,6.9,https://www.booking.com/hotel/kr/noblesse-jeju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=210&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=148081803_87583364_2_0_0&highlighted_blocks=148081803_87583364_2_0_0&matching_block_id=148081803_87583364_2_0_0&sr_pri_blocks=148081803_87583364_2_0_0__14000000&from=searchresults#hotelTmpl
Log Park Hotel & Dochidol Ranch,홀리데이 홈,"애월읍, 제주","제주, 293, Dochidol-gil, Aewol-eup",299460,무료취소,76,좋음,7.3,8.5,7.9,7.5,7.4,7.8,6.7,7.9,https://www.booking.com/hotel/kr/log-park.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=211&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=147929301_368003507_4_0_0&highlighted_blocks=147929301_368003507_4_0_0&matching_block_id=147929301_368003507_4_0_0&sr_pri_blocks=147929301_368003507_4_0_0__30000000&from=searchresults#hotelTmpl
R&T 호텔,호텔,"제주 시내, 제주","제주, 중앙로 14길 30-1",119784,무료취소,294,이용 후기 평점,6.1,7.3,6.5,6.2,6.5,7.7,8.2,7.7,https://www.booking.com/hotel/kr/r-amp-t.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=212&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=147295927_193462694_2_2_0&highlighted_blocks=147295927_193462694_2_2_0&matching_block_id=147295927_193462694_2_2_0&sr_pri_blocks=147295927_193462694_2_2_0__12000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
아뜨네 펜션,홀리데이 홈,"애월읍, 제주","제주, 애월읍 상하귀길 91",179676,,1,강력 추천,10,10,10,10,10,10,10,10,https://www.booking.com/hotel/kr/attene-pension.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=213&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=147074902_335438540_2_0_0&highlighted_blocks=147074902_335438540_2_0_0&matching_block_id=147074902_335438540_2_0_0&sr_pri_blocks=147074902_335438540_2_0_0__18000000&from=searchresults#hotelTmpl
Hotel Haema,호텔,"제주 시내, 제주","제주, 28, Sammu-ro",167958,무료취소,230,좋음,7.7,8.5,7.7,7.8,8.0,8.7,8.9,8.5,https://www.booking.com/hotel/kr/haema.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=214&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=139397606_0_2_0_0&highlighted_blocks=139397606_0_2_0_0&matching_block_id=139397606_0_2_0_0&sr_pri_blocks=139397606_0_2_0_0__16760948&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
메이저 호텔,호텔,"제주 시내, 제주","제주, 사장3길 36",123690,무료취소,4,이용 후기 평점,5.0,6.3,6.3,6.3,5.6,5.6,6.3,6.3,https://www.booking.com/hotel/kr/major.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=215&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=135421106_0_2_0_0&highlighted_blocks=135421106_0_2_0_0&matching_block_id=135421106_0_2_0_0&sr_pri_blocks=135421106_0_2_0_0__12368630&from=searchresults#hotelTmpl
와락 게스트하우스,호스텔,"구좌읍, 제주","제주, 구좌읍 세평항로 45-4",149730,무료취소,104,매우 좋음,8.1,8.7,8.2,8.3,8.3,8.5,8.8,9.4,https://www.booking.com/hotel/kr/warak-guesthouse.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=216&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=132152102_354077179_2_1_0&highlighted_blocks=132152102_354077179_2_1_0&matching_block_id=132152102_354077179_2_1_0&sr_pri_blocks=132152102_354077179_2_1_0__15000000&from=searchresults#hotelTmpl
간드락 게스트 하우스,게스트하우스,"제주 시내, 제주","제주, 간월동로 12",119784,무료취소,148,우수함,8.7,8.9,9.0,9.2,8.9,9.3,8.8,9.5,https://www.booking.com/hotel/kr/ganderak-guesthouse.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=217&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=131931406_285358715_0_1_0&highlighted_blocks=131931406_285358715_0_1_0&matching_block_id=131931406_285358715_0_1_0&sr_pri_blocks=131931406_285358715_0_1_0__12000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
제주 오로라호텔,호텔,제주,"제주, 논세길 51",139314,무료취소,10,좋음,7.1,8.3,7.8,8.3,8.3,7.3,7.3,10,https://www.booking.com/hotel/kr/ain-people.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=218&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=131235811_343602631_2_0_0&highlighted_blocks=131235811_343602631_2_0_0&matching_block_id=131235811_343602631_2_0_0&sr_pri_blocks=131235811_343602631_2_0_0__14000000&from=searchresults#hotelTmpl
탐라지오 레지던스 호텔,호텔,"제주 시내, 제주","제주, 신광로 79",109368,무료취소,10,좋음,7.0,8.5,8.0,7.3,7.3,7.0,8.0,6.3,https://www.booking.com/hotel/kr/tamragio-residence.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=219&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=131235305_198934408_2_0_0&highlighted_blocks=131235305_198934408_2_0_0&matching_block_id=131235305_198934408_2_0_0&sr_pri_blocks=131235305_198934408_2_0_0__11000000&from=searchresults#hotelTmpl
비스타 리조트 제주,리조트,"제주 시내, 제주","제주, 서해안로 74",378882,무료취소,12,좋음,7.8,8.3,7.7,8.5,8.3,6.9,7.9,5.0,https://www.booking.com/hotel/kr/vista-resort-jeju.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=220&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=122983202_202516274_2_0_0&highlighted_blocks=122983202_202516274_2_0_0&matching_block_id=122983202_202516274_2_0_0&sr_pri_blocks=122983202_202516274_2_0_0__38000000&from=searchresults#hotelTmpl
제주 나인 리조트,리조트,제주,"제주, 해안마을 북길 14-5",718704,무료취소,1,좋음,7.0,10,5.0,2.5,5.0,5.0,7.5,10,https://www.booking.com/hotel/kr/jeju-nine-resort-jeju-city.ko.html?aid=304142&label=gen173nr-1FCAQoggJCDGNpdHlfLTcxNDE5MUgXWARopgKIAQGYARe4ARjIAQzYAQHoAQH4AQOIAgGoAgS4At_Dh6QGwAIB0gIkNjE5NWQ0ZDItMzNhZS00Y2QxLWI1YjQtNjI3YThlNzFhMzZj2AIF4AIB&ucfs=1&arphpl=1&checkin=2023-07-31&checkout=2023-08-02&dest_id=-714191&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=221&sr_order=popularity&srpvid=4f1763ef86490409&srepoch=1686233569&all_sr_blocks=118183003_206213105_6_0_0&highlighted_blocks=118183003_206213105_6_0_0&matching_block_id=118183003_206213105_6_0_0&sr_pri_blocks=118183003_206213105_6_0_0__72000000&from=searchresults#hotelTmpl
